#;PSRJ;PMRA;PMDEC;PX;POSEPOCH;Gl;Gb;RAJD;DECJD;P0;P1;DM;TAU_SC;S400;S1400;S2000;DIST;ZZ;XX;YY;ASSOC;SURVEY;
;;(mas/yr);(mas/yr);(mas);(MJD);(deg);(deg);(deg);(deg);(s);;(cm^-3pc);(s);(mJy);(mJy);(mJy);(kpc);(kpc);(kpc);(kpc);;;
2817;J1931+42;NAN;NAN;NAN;NAN;75.150;11.265;292.75000000;42.50000000;NAN;NAN;50.90;NAN;NAN;NAN;NAN;4.234;0.827;4.014;7.436;NAN;chime;
2818;J1931-0144;NAN;NAN;NAN;58282.00;35.974;-9.711;292.88343750;-1.73958333;0.593661;2.93e-17;37.10;NAN;NAN;0.20;NAN;1.356;-0.229;0.785;7.418;NAN;misc,gbncc,fast_crafts,fast_gpps;
2819;J1932+1059;94.090;42.990;2.770;57600.00;47.382;-3.885;293.05857083;10.99260556;0.226519;1.16e-15;3.18;0.00;303.00;29.00;NAN;0.310;-0.021;0.228;8.291;NAN;mol1,ar1,ar2,ar3,ar327,ar4,gb4,jb1,;
2820;J1932+1916;NAN;NAN;NAN;55555.00;54.661;0.083;293.08208333;19.27750000;0.208218;9.32e-14;NAN;NAN;NAN;0.00;NAN;NAN;0.000;0.000;8.500;GRS:4FGL_J1932.3+1916[aab+22];FermiBlind;
2821;J1932+2020;NAN;NAN;NAN;49887.00;55.575;0.639;293.03343136;20.34622569;0.268217;4.22e-15;211.10;0.00;29.00;1.20;NAN;5.000;0.056;4.124;5.674;NAN;ar1,ar2,ar3,gb3,jb2,palfa,fast_gpps;
2822;J1932+2126g;NAN;NAN;NAN;NAN;56.608;1.017;293.21250000;21.43333333;NAN;NAN;126.00;NAN;NAN;NAN;NAN;3.879;0.069;3.238;6.365;NAN;fast_gpps;
2823;J1932+2220;NAN;NAN;NAN;51418.00;57.356;1.554;293.09475780;22.34763525;0.144470;5.76e-14;219.20;0.00;7.80;1.20;NAN;10.900;0.296;9.175;2.623;GRS:4FGL_J1932.2+2221[aab+22];ar1,FermiAssoc,ar2,ar3,gb3,gbncc,fa;
2824;J1932-3655;NAN;NAN;NAN;57600.00;2.072;-23.546;293.02553333;-36.91716111;0.571421;2.86e-16;59.88;NAN;9.00;0.70;NAN;6.724;-2.686;0.223;2.340;NAN;pks70,gbncc,pkssw;
2825;J1933+0758;NAN;NAN;NAN;53048.00;44.845;-5.565;293.33086250;7.96861389;0.437454;2.18e-16;165.00;NAN;0.34;NAN;NAN;11.155;-1.082;7.829;0.628;NAN;ar4,fast_gpps;
2826;J1933+1304;NAN;NAN;NAN;51600.00;49.351;-3.127;293.34387083;13.08054722;0.928324;3.18e-16;176.60;NAN;2.00;0.42;NAN;6.074;-0.331;4.602;4.549;NAN;ar1,ar3,pksmb,fast_gpps;
2827;J1933+1923g;NAN;NAN;NAN;NAN;54.940;-0.204;293.49166667;19.38333333;0.371730;NAN;97.70;NAN;NAN;0.02;NAN;3.142;-0.011;2.572;6.695;NAN;fast_gpps;
2828;J1933+2038g;NAN;NAN;NAN;NAN;56.003;0.456;293.42500000;20.63333333;0.040750;NAN;302.70;NAN;NAN;0.02;NAN;8.471;0.067;7.023;3.764;NAN;fast_gpps;
2829;J1933+2401g;NAN;NAN;NAN;NAN;58.954;2.113;293.40000000;24.01666667;NAN;NAN;185.00;NAN;NAN;NAN;NAN;8.112;0.299;6.945;4.319;NAN;fast_gpps;
2830;J1933+2421;NAN;NAN;NAN;50629.00;59.478;2.394;293.40763705;24.61100970;0.813690;8.11e-15;106.03;NAN;7.50;NAN;NAN;4.639;0.194;3.993;6.146;NAN;gb3,ar3,gb4,lotaas;
2831;J1933+5335;NAN;NAN;NAN;57546.00;85.591;15.765;293.25458333;53.59527778;2.052574;1.26e-15;33.50;NAN;NAN;NAN;NAN;2.512;0.682;2.410;8.314;NAN;lotaas,fast_gpps;
2832;J1934+1926;NAN;NAN;NAN;55977.00;55.038;-0.256;293.59021250;19.44314167;0.230984;2.68e-18;99.10;NAN;NAN;0.13;NAN;3.176;-0.014;2.603;6.680;NAN;palfa,fast_gpps;
2833;J1934+2341g;NAN;NAN;NAN;NAN;58.712;1.862;293.51250000;23.68333333;NAN;NAN;252.00;NAN;NAN;NAN;NAN;8.955;0.291;7.649;3.852;NAN;fast_gpps;
2834;J1934+2352;NAN;NAN;NAN;54650.00;58.966;1.814;293.69245833;23.88219444;0.178432;1.31e-13;355.50;NAN;NAN;0.06;NAN;12.204;0.386;10.452;2.211;NAN;palfa,fast_gpps;
2835;J1934+5219;NAN;NAN;NAN;56525.00;84.493;15.046;293.59950982;52.33265609;0.568442;8.40e-17;71.90;NAN;NAN;NAN;NAN;7.708;2.001;7.409;7.786;NAN;gbncc,lotaas,fast_gpps;
2836;J1935+1159;NAN;NAN;NAN;53400.00;48.613;-4.059;293.81698333;11.98588889;1.939758;9.48e-16;188.40;NAN;1.00;0.17;NAN;8.386;-0.594;6.276;2.970;NAN;ar4,fast_gpps;
2837;J1935+1616;1.130;-16.090;0.220;52275.00;52.436;-2.093;293.94927458;16.27777389;0.358738;6.00e-15;158.50;0.00;242.00;58.00;NAN;3.700;-0.135;2.931;6.246;NAN;jb1,ar1,ar2,ar3,ar4,gb3,gb4,lotaas,;
2838;J1935+1745;NAN;NAN;NAN;51600.00;53.691;-1.313;293.87487500;17.75338889;0.654408;3.78e-16;214.20;0.00;1.30;0.16;NAN;4.845;-0.111;3.903;5.632;NAN;ar1,palfa,fast_gpps;
2839;J1935+1829;NAN;NAN;NAN;57852.00;54.361;-0.999;293.92879167;18.49113889;0.843548;2.32e-15;345.10;NAN;NAN;0.04;NAN;8.639;-0.151;7.020;3.467;NAN;palfa,fast_gpps;
2840;J1935+1841g;NAN;NAN;NAN;NAN;54.452;-0.768;293.76250000;18.68333333;5.529000;NAN;290.00;NAN;NAN;NAN;NAN;6.054;-0.081;4.925;4.981;NAN;fast_gpps;
2841;J1935+1901g;NAN;NAN;NAN;NAN;54.834;-0.768;293.95833333;19.01666667;0.897000;NAN;365.00;NAN;NAN;NAN;NAN;8.952;-0.120;7.317;3.345;NAN;fast_gpps;
2842;J1935+2025;NAN;NAN;NAN;53460.00;56.051;-0.053;293.92475417;20.42780556;0.080118;6.08e-14;181.40;NAN;NAN;0.50;NAN;4.588;-0.004;3.806;5.938;NAN;pksngp,palfa,fast_gpps;
2843;J1935+2154;NAN;NAN;NAN;56866.00;57.247;0.819;293.73200000;21.89672222;3.244980;NAN;NAN;NAN;NAN;NAN;NAN;NAN;0.000;0.000;8.500;XRS:SGR_1935+2154,SNR:G57.2+0.8(?)[gae14;misc;
2844;J1936+1536;NAN;NAN;NAN;42830.50;51.879;-2.465;294.00633333;15.61000000;0.967338;4.04e-15;189.40;0.00;2.00;NAN;NAN;5.065;-0.218;3.981;5.376;NAN;ar1,fast_gpps;
2845;J1936+18;NAN;NAN;NAN;58997.89;54.043;-1.267;294.01250000;18.08333333;0.058345;NAN;125.90;NAN;NAN;NAN;NAN;3.596;-0.080;2.910;6.389;NAN;palfa,fast_gpps;
2846;J1936+1952g;NAN;NAN;NAN;NAN;55.595;-0.388;294.00000000;19.86666667;0.009720;NAN;325.00;NAN;NAN;0.03;NAN;8.576;-0.058;7.076;3.654;NAN;fast_gpps;
2847;J1936+2036g;NAN;NAN;NAN;NAN;56.314;-0.170;294.17083333;20.60000000;0.032920;NAN;198.80;NAN;NAN;0.03;NAN;4.996;-0.015;4.157;5.729;NAN;fast_gpps;
2848;J1936+2042;NAN;NAN;NAN;59441.00;56.369;-0.084;294.11959167;20.69072778;1.390727;5.29e-15;194.70;NAN;NAN;0.04;NAN;4.940;-0.007;4.113;5.764;NAN;palfa,fast_gpps;
2849;J1936+21;NAN;NAN;NAN;58944.05;56.737;0.200;294.04583333;21.15000000;0.642960;NAN;262.40;NAN;NAN;NAN;NAN;8.072;0.028;6.749;4.073;NAN;pksngp,palfa,fast_gpps;
2850;J1936+217;NAN;NAN;NAN;59155.47;57.324;0.311;294.25000000;21.71666667;0.031582;NAN;75.00;NAN;NAN;NAN;NAN;2.968;0.016;2.498;6.898;NAN;fast_gpps;
2851;J1937+1505;NAN;NAN;NAN;51969.00;51.569;-2.981;294.31795833;15.08861111;2.872774;5.61e-15;237.00;NAN;NAN;0.13;NAN;6.451;-0.336;5.047;4.496;NAN;pksmb,fast_gpps;
2852;J1937+2544;-10.040;-13.060;0.320;56000.00;60.836;2.270;294.25522667;25.73706556;0.200980;6.43e-16;53.20;NAN;6.60;1.40;NAN;3.100;0.123;2.705;6.991;NAN;gb2,ar3,lotaas,fast_gpps;
2853;J1937+2950;NAN;NAN;NAN;54250.00;64.504;4.115;294.44834583;29.83383333;1.657429;3.48e-15;113.90;NAN;NAN;0.08;NAN;7.474;0.536;6.729;5.291;NAN;misc,gbncc,fast_gpps;
2854;J1937+34;NAN;NAN;NAN;NAN;68.195;6.214;294.37500000;34.06666667;1.749000;NAN;98.00;NAN;NAN;NAN;NAN;7.391;0.800;6.822;5.771;NAN;pumps;
2855;J1937-00;NAN;NAN;NAN;NAN;37.943;-10.288;294.28750000;-0.28333333;0.240100;NAN;68.60;NAN;NAN;NAN;NAN;3.510;-0.627;2.124;5.776;NAN;ar327,fast_gpps;
2856;J1938+0650;NAN;NAN;NAN;51824.00;44.386;-7.101;294.47275000;6.83500000;1.121562;5.68e-15;70.80;NAN;3.20;NAN;NAN;2.832;-0.350;1.966;6.492;NAN;ar4,lotaas,pkssw,fast_gpps;
2857;J1938+14;NAN;NAN;NAN;59209.20;51.678;-3.154;294.52916667;15.10000000;2.902500;NAN;75.40;NAN;NAN;NAN;NAN;2.575;-0.142;2.017;6.906;NAN;ar327,lotaas,fast_gpps;
2858;J1938+1748g;NAN;NAN;NAN;NAN;54.081;-1.914;294.62500000;17.80000000;7.106000;NAN;56.00;NAN;NAN;NAN;NAN;2.237;-0.075;1.811;7.188;NAN;fast_gpps;
2859;J1938+2010;NAN;NAN;NAN;54940.00;56.115;-0.672;294.53475000;20.18102778;0.687082;3.40e-15;327.70;NAN;NAN;0.10;NAN;8.812;-0.103;7.315;3.587;NAN;palfa,pksngp;
2860;J1938+2213;NAN;NAN;NAN;53500.00;57.903;0.308;294.55908333;22.22018889;0.166116;4.24e-14;92.80;NAN;1.00;0.59;NAN;3.459;0.019;2.930;6.662;NAN;ar4,palfa,pksngp,fast_gpps;
2861;J1938+2659;NAN;NAN;NAN;58829.00;62.107;2.562;294.66322917;26.98748889;0.883332;3.23e-15;191.40;NAN;NAN;0.08;NAN;8.580;0.383;7.576;4.490;NAN;palfa,fast_gpps;
2862;J1938-0940;NAN;NAN;NAN;59301.00;29.542;-14.897;294.72854125;-9.67663611;0.173867;2.97e-18;44.47;NAN;NAN;0.02;NAN;2.014;-0.518;0.960;6.807;NAN;fast_crafts;
2863;J1939+10;NAN;NAN;NAN;NAN;47.993;-5.497;294.79583333;10.75000000;2.310000;NAN;90.00;NAN;1.20;NAN;NAN;3.552;-0.340;2.627;6.134;NAN;misc,ar327,fast_gpps;
2864;J1939+2134;0.074;-0.410;0.350;55656.00;57.509;-0.290;294.91067162;21.58308871;0.001558;1.05e-19;71.00;0.00;240.00;13.90;4.70;3.500;-0.018;2.952;6.620;NAN;ar2,ar3,ar4,gbncc,palfa,fast_gpps;
2865;J1939+2352g;NAN;NAN;NAN;NAN;59.516;0.800;294.95416667;23.86666667;2.145340;NAN;415.50;NAN;NAN;0.01;NAN;12.266;0.171;10.569;2.278;NAN;fast_gpps;
2866;J1939+2449;NAN;NAN;NAN;50679.00;60.174;1.361;294.77331993;24.71544632;0.645302;1.83e-14;142.88;NAN;3.00;NAN;NAN;7.115;0.169;6.171;4.962;NAN;ar2,ar3,ar327,gbncc,palfa,fast_gpps;
2867;J1939+2609;NAN;NAN;NAN;58823.00;61.501;1.951;294.92642208;26.16010833;0.466963;5.20e-18;47.30;NAN;NAN;0.15;NAN;2.682;0.091;2.356;7.221;NAN;palfa,fast_gpps;
2868;J1940+0239;NAN;NAN;NAN;56413.00;40.945;-9.688;295.13750000;2.61138889;1.232240;NAN;86.00;NAN;NAN;NAN;NAN;5.156;-0.868;3.331;4.661;NAN;htru_pks,gbt350,gbncc,lotaas,fast_g;
2869;J1940+14;NAN;NAN;NAN;NAN;51.508;-3.840;295.06250000;14.61666667;1.279000;NAN;70.00;NAN;NAN;NAN;NAN;2.476;-0.166;1.934;6.962;NAN;pumps;
2870;J1940+2203g;NAN;NAN;NAN;NAN;58.049;-0.296;295.20416667;22.05000000;11.906000;NAN;59.00;NAN;NAN;NAN;NAN;2.651;-0.014;2.249;7.097;NAN;fast_gpps;
2871;J1940+2231g;NAN;NAN;NAN;NAN;58.467;-0.086;295.22916667;22.51666667;5.682000;NAN;198.00;NAN;NAN;NAN;NAN;7.595;-0.011;6.473;4.528;NAN;fast_gpps;
2872;J1940+2245;NAN;NAN;NAN;56700.00;58.629;0.127;295.11518333;22.76295000;0.258912;1.27e-14;222.40;NAN;NAN;0.15;NAN;8.081;0.018;6.900;4.293;NAN;palfa;
2873;J1940+2337;NAN;NAN;NAN;54560.00;59.397;0.529;295.14785833;23.62958333;0.546824;7.68e-14;252.10;NAN;NAN;0.07;NAN;8.468;0.078;7.288;4.189;NAN;palfa;
2874;J1940+26;NAN;NAN;NAN;59253.18;61.432;1.780;295.05416667;26.01666667;0.004814;NAN;171.64;NAN;NAN;NAN;NAN;7.924;0.246;6.956;4.713;NAN;palfa,fast_gpps;
2875;J1940-0902;NAN;NAN;NAN;57410.00;30.358;-15.063;295.22720833;-9.03833333;0.978468;1.88e-15;42.30;NAN;NAN;0.23;NAN;1.859;-0.483;0.907;6.951;NAN;pks_superb;
2876;J1940-24;NAN;NAN;NAN;NAN;15.854;-20.883;295.00000000;-24.00000000;0.098200;NAN;53.40;NAN;NAN;NAN;NAN;3.905;-1.392;0.997;4.990;NAN;gbncc;
2877;J1940-2403;NAN;NAN;NAN;49000.00;15.848;-21.007;295.12500000;-24.05000000;1.855276;NAN;63.30;NAN;NAN;NAN;NAN;6.306;-2.261;1.608;2.837;NAN;htru_pks,gbncc;
2878;J1941+0121;NAN;NAN;NAN;55026.00;39.909;-10.434;295.31682917;1.36097222;0.217317;1.91e-16;51.87;NAN;NAN;NAN;NAN;2.097;-0.380;1.323;6.918;NAN;pks70,gbncc;
2879;J1941+1026;NAN;NAN;NAN;49079.50;48.004;-6.153;295.38472500;10.44044444;0.905394;9.96e-16;138.50;NAN;1.80;NAN;NAN;7.926;-0.850;5.857;3.227;NAN;ar3,fast_gpps;
2880;J1941+1341;NAN;NAN;NAN;53041.00;50.799;-4.468;295.27027917;13.69177778;0.559084;1.24e-15;144.70;NAN;NAN;0.17;NAN;5.340;-0.416;4.126;5.135;NAN;pksmb,fast_gpps;
2881;J1941+2525;NAN;NAN;NAN;NAN;61.037;1.263;295.33666667;25.41813889;2.306153;1.61e-13;314.40;NAN;NAN;0.24;NAN;11.169;0.246;9.770;3.093;NAN;palfa,ar327,fast_gpps;
2882;J1941+4320;NAN;NAN;NAN;56375.00;76.846;9.864;295.49548169;43.33509027;0.840906;1.15e-15;79.30;NAN;NAN;NAN;NAN;6.505;1.114;6.241;7.042;NAN;gbncc,lotaas,fast_gpps;
2883;J1941-2602;12.000;-10.000;NAN;50076.00;13.901;-21.824;295.25169583;-26.03493056;0.402858;9.56e-16;50.04;NAN;13.00;1.90;NAN;3.564;-1.325;0.795;5.288;NAN;mol2,pks70,pkssw;
2884;J1942+0147;NAN;NAN;NAN;56582.00;40.477;-10.472;295.61250000;1.83638889;1.405040;NAN;133.30;NAN;NAN;NAN;NAN;25.000;-4.544;15.958;-10.200;NAN;ar327,htru_pks;
2885;J1942+1743;NAN;NAN;NAN;51600.00;54.427;-2.680;295.50429167;17.72452778;0.696262;1.01e-16;190.00;0.00;2.80;NAN;NAN;4.915;-0.230;3.993;5.644;NAN;ar1,ar3;
2886;J1942+3941;NAN;NAN;NAN;58651.00;73.641;8.066;295.59187500;39.69483333;1.353291;7.14e-17;95.50;NAN;NAN;NAN;NAN;7.582;1.064;7.203;6.386;NAN;fast_crafts,fast_gpps;
2887;J1942+8106;NAN;NAN;NAN;56500.00;113.371;24.825;295.72783363;81.10481316;0.203558;3.69e-17;40.24;NAN;NAN;NAN;NAN;3.476;1.459;2.896;9.751;NAN;gbncc,lotaas;
2888;J1942-2019;NAN;NAN;NAN;57392.00;19.758;-20.120;295.70975000;-20.32305556;0.275133;1.23e-17;59.90;NAN;NAN;0.54;NAN;4.965;-1.708;1.576;4.112;NAN;pks_superb;
2889;J1943+0609;NAN;NAN;NAN;51650.00;44.465;-8.641;295.87138333;6.16600000;0.446226;4.66e-16;70.70;NAN;NAN;0.70;NAN;3.264;-0.490;2.260;6.197;NAN;pkssw,ar4,lotaas,fast_gpps;
2890;J1943+5815;NAN;NAN;NAN;59465.00;90.634;16.416;295.84656250;58.26474444;1.270847;4.09e-16;71.00;NAN;NAN;NAN;NAN;7.780;2.199;7.462;8.583;NAN;chime;
2891;J1943-1237;NAN;NAN;NAN;48717.00;27.255;-17.158;295.85617215;-12.62844944;0.972429;1.66e-15;28.92;0.00;12.90;1.20;NAN;1.204;-0.355;0.527;7.477;NAN;mol2,gb2,pks70,pkssw;
2892;J1944+0907;14.007;-22.592;0.600;56209.00;47.160;-7.357;296.03887491;9.12306353;0.005185;1.73e-20;24.30;NAN;21.00;2.10;NAN;1.217;-0.156;0.885;7.679;NAN;ar4,fast_gpps;
2893;J1944+1755;NAN;NAN;NAN;51600.00;54.902;-3.098;296.13250000;17.92844444;1.996899;7.30e-16;175.00;NAN;1.90;NAN;NAN;4.876;-0.264;3.984;5.700;NAN;ar1,ar4;
2894;J1944+2236;NAN;NAN;NAN;55415.00;58.900;-0.663;296.00446125;22.60628333;0.003618;7.46e-21;185.45;NAN;NAN;0.11;NAN;7.600;-0.088;6.507;4.575;NAN;palfa;
2895;J1944-10;NAN;NAN;NAN;56657.00;29.535;-16.289;296.00000000;-10.28333333;0.409135;NAN;31.01;NAN;NAN;NAN;NAN;1.281;-0.359;0.606;7.430;NAN;gbt350;
2896;J1944-1750;NAN;NAN;NAN;49905.00;22.314;-19.426;296.02183272;-17.83640601;0.841158;9.86e-16;56.32;NAN;7.50;0.30;NAN;4.123;-1.371;1.476;4.903;NAN;mol2,pks70,pkssw;
2897;J1945+07;NAN;NAN;NAN;56042.00;45.750;-8.631;296.47916667;7.28333333;1.073900;NAN;62.00;NAN;NAN;NAN;NAN;2.575;-0.386;1.824;6.724;NAN;ar327,lotaas;
2898;J1945+1211;NAN;NAN;NAN;58298.00;49.984;-6.075;296.29816667;12.19616667;4.756796;3.78e-15;94.70;NAN;NAN;0.63;NAN;3.894;-0.412;2.966;6.010;NAN;fast_crafts,fast_gpps;
2899;J1945+1834;NAN;NAN;NAN;51600.00;55.588;-2.998;296.40041667;18.57225000;1.068708;2.42e-16;214.50;0.00;1.20;NAN;NAN;7.088;-0.371;5.840;4.500;NAN;ar1,fast_gpps;
2900;J1945-0040;NAN;NAN;NAN;48103.00;38.565;-12.317;296.36832210;-0.68279835;1.045632;5.35e-16;59.71;NAN;6.00;0.80;NAN;3.165;-0.675;1.928;6.082;NAN;mol2,gb2,gbncc,lotaas,pks70,pkssw;
2901;J1946+14;NAN;NAN;NAN;57022.00;52.373;-5.191;296.71666667;14.70000000;2.282440;NAN;49.50;NAN;NAN;NAN;NAN;2.070;-0.187;1.633;7.241;NAN;ar327,fast_gpps;
2902;J1946+1805;1.000;-9.000;NAN;48790.00;55.326;-3.500;296.72101667;18.09478889;0.440618;2.41e-17;16.10;0.00;40.00;10.00;NAN;0.300;-0.018;0.246;8.330;NAN;mol1,ar1,ar2,ar3,ar4,gb4,jb1,lotaas;
2903;J1946+2244;NAN;NAN;NAN;42854.50;59.301;-1.070;296.60370833;22.74983333;1.334450;8.89e-16;140.00;0.00;3.00;0.17;NAN;5.951;-0.111;5.116;5.462;NAN;ar1,gbncc,palfa,fast_gpps;
2904;J1946+24;NAN;NAN;NAN;54466.00;60.306;-0.376;296.50000000;23.96666667;4.729000;NAN;96.00;NAN;NAN;NAN;NAN;4.295;-0.028;3.731;6.372;NAN;palfa;
2905;J1946+2535;NAN;NAN;NAN;54810.00;61.809;0.283;296.70458333;25.59763889;0.515167;5.64e-15;249.20;NAN;NAN;0.48;NAN;8.309;0.041;7.323;4.575;NAN;palfa,fast_gpps;
2906;J1946+2611;NAN;NAN;NAN;NAN;62.321;0.595;296.69087500;26.19700000;0.435060;2.20e-14;165.00;NAN;1.50;0.70;NAN;7.555;0.078;6.690;4.991;NAN;ar3,ar327,ar4,palfa,fast_gpps;
2907;J1946-09;NAN;NAN;NAN;NAN;30.962;-16.179;296.50000000;-9.00000000;0.091200;NAN;50.63;NAN;NAN;NAN;NAN;2.865;-0.798;1.416;6.141;NAN;gbncc;
2908;J1946-1312;NAN;NAN;NAN;53000.00;27.079;-18.184;296.74095417;-13.21011111;0.9838;1.99e-15;63.04;NAN;NAN;0.30;NAN;5.000;-1.560;2.162;4.270;NAN;pkssw,gbncc;
2909;J1946-2913;19.000;-33.000;NAN;48736.00;11.108;-24.121;296.71555833;-29.22975000;0.959448;1.49e-15;44.31;NAN;9.30;0.50;NAN;3.124;-1.277;0.549;5.702;NAN;mol2,pks70,pkssw;
2910;J1947+0915;NAN;NAN;NAN;51650.00;47.713;-8.073;296.94258333;9.25222222;1.480744;4.78e-16;86.50;NAN;NAN;0.20;NAN;4.421;-0.621;3.238;5.555;NAN;pkssw,fast_gpps;
2911;J1947+10;NAN;NAN;NAN;NAN;48.995;-7.309;296.90000000;10.73333333;1.110944;NAN;130.37;NAN;NAN;NAN;NAN;8.233;-1.047;6.163;3.142;NAN;ar4,ar327,fast_gpps;
2912;J1947+1957;NAN;NAN;NAN;55190.00;56.987;-2.658;296.83097917;19.95233056;0.157509;5.23e-16;185.80;NAN;NAN;0.08;NAN;6.769;-0.314;5.670;4.816;NAN;palfa,fast_gpps;
2913;J1947+2011g;NAN;NAN;NAN;NAN;57.242;-2.635;296.94583333;20.18333333;0.008170;NAN;127.40;NAN;NAN;0.01;NAN;4.283;-0.197;3.598;6.185;NAN;fast_gpps;
2914;J1947-18;NAN;NAN;NAN;56485.00;21.541;-20.617;296.87916667;-18.97000000;0.002603;NAN;25.00;NAN;NAN;NAN;NAN;1.101;-0.388;0.378;7.541;NAN;htru_pks;
2915;J1947-4215;NAN;NAN;NAN;49000.00;357.183;-27.712;296.77500000;-42.25000000;1.798069;NAN;35.00;NAN;7.00;NAN;NAN;2.202;-1.024;-0.096;6.553;NAN;pks70;
2916;J1947-43;NAN;NAN;NAN;56657.00;356.350;-27.855;296.75000000;-43.00000000;0.180940;NAN;29.90;NAN;NAN;NAN;NAN;1.625;-0.759;-0.091;7.066;NAN;ghrss;
2917;J1948+06;NAN;NAN;NAN;NAN;44.986;-9.852;297.18750000;6.03333333;1.325000;NAN;61.00;NAN;NAN;NAN;NAN;2.776;-0.475;1.934;6.566;NAN;pumps;
2918;J1948+1808;NAN;NAN;NAN;58861.00;55.544;-3.782;297.09220417;18.14170833;0.394354;2.27e-16;255.50;NAN;NAN;0.08;NAN;11.257;-0.742;9.262;2.145;NAN;palfa,fast_gpps;
2919;J1948+2314g;NAN;NAN;NAN;NAN;59.980;-1.273;297.16666667;23.23333333;1.471000;NAN;184.00;NAN;NAN;NAN;NAN;7.917;-0.176;6.853;4.540;NAN;fast_gpps;
2920;J1948+2333;NAN;NAN;NAN;56050.00;60.214;-1.045;297.08048750;23.55089722;0.528352;1.36e-14;198.20;NAN;NAN;0.28;NAN;8.048;-0.147;6.984;4.503;NAN;palfa;
2921;J1948+2438g;NAN;NAN;NAN;NAN;61.155;-0.509;297.09583333;24.63333333;1.903000;NAN;450.00;NAN;NAN;NAN;NAN;17.005;-0.151;14.895;0.296;NAN;fast_gpps;
2922;J1948+2551;NAN;NAN;NAN;54930.00;62.207;0.131;297.07324583;25.86443056;0.196627;9.02e-15;289.30;NAN;NAN;0.62;NAN;8.698;0.020;7.695;4.444;NAN;palfa,fast_gpps;
2923;J1948+2819;NAN;NAN;NAN;58102.00;64.366;1.307;297.15995833;28.32223889;0.932693;6.13e-14;303.00;NAN;NAN;0.05;NAN;11.042;0.252;9.953;3.724;NAN;palfa;
2924;J1948+3540;-12.600;0.700;NAN;49449.00;70.702;5.047;297.10419458;35.66973806;0.717311;7.06e-15;129.37;0.00;145.00;8.30;NAN;7.651;0.673;7.193;5.981;NAN;jb1,ar327,ar4,gb1,gb2,gb4,gbncc,lot;
2925;J1948-27;NAN;NAN;NAN;NAN;13.501;-23.624;297.00000000;-27.00000000;0.332000;NAN;57.85;NAN;NAN;NAN;NAN;6.426;-2.575;1.374;2.775;NAN;gbncc;
2926;J1948-2730;NAN;NAN;NAN;NAN;13.051;-24.000;297.24376936;-27.51303419;0.331631;2.86e-17;NAN;NAN;NAN;NAN;NAN;NAN;-0.000;0.000;8.500;NAN;gbncc;
2927;J1949+2306;NAN;NAN;NAN;54910.00;59.931;-1.423;297.28050000;23.11541667;1.319373;1.23e-16;195.90;NAN;NAN;0.10;NAN;8.102;-0.201;7.010;4.442;NAN;palfa,fast_gpps;
2928;J1949+2516g;NAN;NAN;NAN;NAN;61.843;-0.429;297.40416667;25.26666667;0.410340;NAN;424.70;NAN;NAN;0.01;NAN;15.048;-0.113;13.267;1.399;NAN;fast_gpps;
2929;J1949+3426;NAN;NAN;NAN;NAN;69.720;4.288;297.30696250;34.44274722;0.388539;2.02e-16;228.20;0.00;NAN;NAN;NAN;12.349;0.923;11.551;4.232;NAN;gbncc,ar327,fast_gpps;
2930;J1949-2524;NAN;NAN;NAN;48106.00;15.260;-23.380;297.35589428;-25.40027268;0.957617;3.27e-15;23.07;NAN;5.20;0.40;NAN;1.046;-0.415;0.253;7.574;NAN;mol2,pks70;
2931;J1950+05;NAN;NAN;NAN;49717.00;44.857;-10.552;297.74166667;5.58333333;0.455934;NAN;61.40;NAN;NAN;NAN;NAN;3.000;-0.549;2.080;6.409;NAN;ar4,fast_gpps;
2932;J1950+2352g;NAN;NAN;NAN;NAN;60.790;-1.399;297.73333333;23.86666667;0.319760;NAN;342.50;NAN;NAN;0.03;NAN;13.342;-0.326;11.642;1.991;NAN;fast_gpps;
2933;J1950+2556g;NAN;NAN;NAN;NAN;62.468;-0.178;297.51666667;25.93333333;2.038640;NAN;420.40;NAN;NAN;0.02;NAN;14.547;-0.045;12.900;1.776;NAN;fast_gpps;
2934;J1950+3001;NAN;NAN;NAN;58162.00;66.087;1.749;297.72366667;30.02852778;2.788918;1.49e-13;247.00;NAN;NAN;0.24;NAN;8.668;0.265;7.920;4.988;NAN;palfa,fast_gpps;
2935;J1951+1123;NAN;NAN;NAN;49079.50;50.003;-7.738;297.78437500;11.39033333;5.094083;3.03e-15;29.30;NAN;1.20;NAN;NAN;1.450;-0.195;1.101;7.577;NAN;ar3,ar4,fast_gpps;
2936;J1951+4724;NAN;NAN;NAN;58481.45;81.260;10.405;297.78104167;47.40975000;0.181928;3.01e-14;104.35;NAN;NAN;NAN;NAN;9.442;1.705;9.179;7.089;NAN;fast_crafts;
2937;J1952+1410;NAN;NAN;NAN;50110.00;52.509;-6.576;298.02564690;14.12482869;0.275026;1.28e-16;31.50;NAN;6.00;NAN;NAN;1.586;-0.182;1.250;7.541;NAN;ar2,lotaas,fast_gpps;
2938;J1952+2513;NAN;NAN;NAN;55731.00;62.125;-0.980;298.08640833;25.22891667;1.077647;1.06e-15;246.90;NAN;NAN;0.03;NAN;8.418;-0.144;7.440;4.565;NAN;palfa;
