#;NAME;;PSRJ;;PMRA;;;PMDEC;;;PX;;;POSEPOCH;;Gl;Gb;RAJD;;DECJD;;P0;;;P1;;;DM;;;W50;;;W10;;;TAU_SC;;;S400;;;S1400;;;S2000;;;DIST;DIST_DM;;ZZ;XX;YY;ASSOC;;SURVEY;PSR;
;;;;;(mas/yr);;;(mas/yr);;;(mas);;;(MJD);;(deg);(deg);(deg);;(deg);;(s);;;;;;(cm^-3pc);;;(ms);;;(ms);;;(s);;;(mJy);;;(mJy);;;(mJy);;;(kpc);(kpc);;(kpc);(kpc);(kpc);;;;TYPE;
2920;B1931+24;stwd85;J1933+2421;stwd85;NAN;0;*;NAN;0;*;NAN;0;*;50629.0;hlk+04;59.478;2.394;293.40764;5.7e-05;24.61101;8.8e-05;0.81369030283;7.0e-11;hlk+04;8.1098E-15;7.0e-19;hlk+04;106.03;6.0e-02;hlk+04;25.9;0;lylg95;40.9;0;lylg95;NAN;0;*;7.5;0;lylg95;NAN;0;*;NAN;0;*;4.639;4.639;ymw17;0.194;3.993;6.146;NAN;0;gb3,ar3,gb4,lotaas;NAN;
2921;J1933+5335;scb+19;J1933+5335;scb+19;NAN;0;*;NAN;0;*;NAN;0;*;57546;mbc+20;85.591;15.765;293.2546;4.2e-04;53.5953;2.8e-04;2.052574490;4.0e-09;mbc+20;1.26E-15;2.0e-17;mbc+20;33.5;0;whx+23;7.5;7.0e-01;whx+23;9.6;7.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.512;2.512;ymw17;0.682;2.410;8.314;NAN;0;lotaas,fast_gpps;NAN;
2922;J1934+1926;lbh+15;J1934+1926;lbh+15;NAN;0;*;NAN;0;*;NAN;0;*;55977.00;*;55.038;-0.256;293.59021;2.5e-05;19.44314;3.9e-05;0.230984425819;1.6e-11;psf+22;2.68E-18;8.0e-20;psf+22;99.1;3.0e-01;psf+22;22;4.0e+00;psf+22;NAN;0;*;NAN;0;*;NAN;0;*;0.13;3.0e-02;psf+22;NAN;0;*;3.176;3.176;ymw17;-0.014;2.603;6.680;NAN;0;palfa,fast_gpps;NAN;
2923;J1934+2341g;zhx+23;J1934+2341g;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;58.712;1.862;293.51250;0;23.68333;0;NAN;0;*;NAN;0;*;252;2.0e+00;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;8.955;8.955;ymw17;0.291;7.649;3.852;NAN;0;fast_gpps;RRAT[zhx+23];
2924;J1934+2352;nab+13;J1934+2352;nab+13;NAN;0;*;NAN;0;*;NAN;0;*;54650.00;*;58.966;1.814;293.69246;8.3e-05;23.88219;8.3e-05;0.17843152366;2.0e-11;nab+13;1.30699E-13;2.0e-18;nab+13;355.5;0;whx+23;8.7;1.4e+00;whx+23;17.3;1.4e+00;whx+23;NAN;0;*;NAN;0;*;0.062;2.0e-03;nab+13;NAN;0;*;12.204;12.204;ymw17;0.386;10.452;2.211;NAN;0;palfa,fast_gpps;NAN;
2925;J1934+5219;slr+14;J1934+5219;slr+14;NAN;0;*;NAN;0;*;NAN;0;*;56525.00;*;84.493;15.046;293.59951;9.4e-05;52.33266;8.8e-05;0.56844228297;3.0e-11;lsk+18;8.4E-17;1.3e-17;lsk+18;71.9;0;whx+23;16.1;7.0e-01;whx+23;34.0;7.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;7.708;7.708;ymw17;2.001;7.409;7.786;NAN;0;gbncc,lotaas,fast_gpps;NAN;
2926;J1935+1159;cha03;J1935+1159;cha03;NAN;0;*;NAN;0;*;NAN;0;*;53400.00;*;48.613;-4.059;293.81698;5.8e-05;11.98589;1.1e-04;1.93975818010;1.6e-10;bfrs18;9.478E-16;6.0e-19;bfrs18;188.4;0;whx+23;5.5;1.4e+00;whx+23;286;0;pkj+21;NAN;0;*;1;0;cha03;0.17;3.0e-02;bfrs18;NAN;0;*;8.386;8.386;ymw17;-0.594;6.276;2.970;NAN;0;ar4,fast_gpps;NAN;
2927;B1933+16;dl70;J1935+1616;dl70;1.13;1.3e-01;kjk+24;-16.09;1.5e-01;kjk+24;0.22;1.2e-01;kjk+24;59400;kjk+24;52.436;-2.093;293.949284;3.8e-06;16.277688;6.1e-06;0.35874514019893;1.0e-13;kjk+24;6.00216E-15;6.0e-20;kjk+24;158.61079200927628277;0;kjk+24;6.5;2.0e-01;whx+23;9.2;2.0e-01;whx+23;2.347E-5;1.4e-07;kmn+15;242;2.2e+01;lylg95;58.0;1.0e+00;jk18;NAN;0;*;3.700;4.316;ymw17;-0.135;2.931;6.246;NAN;0;jb1,ar1,ar2,ar3,ar4,gb3,gb4,lotaas,misc,mol2,palfa,fast_gpps;NAN;
2928;B1933+17;ht75b;J1935+1745;ht75b;NAN;0;*;NAN;0;*;NAN;0;*;51600.00;*;53.691;-1.313;293.87487;4.2e-05;17.75339;5.6e-05;0.6544081465830;1.0e-12;lcx02;3.78E-16;2.0e-18;lcx02;214.2;0;whx+23;4.0;7.0e-01;whx+23;7.9;7.0e-01;whx+23;0.00039;4.0e-05;bcc+04;1.30;1.0e-01;lcx02;0.160;1.0e-02;hwxh16;NAN;0;*;4.845;4.845;ymw17;-0.111;3.903;5.632;NAN;0;ar1,palfa,fast_gpps;NAN;
2929;J1935+1829;psf+22;J1935+1829;psf+22;NAN;0;*;NAN;0;*;NAN;0;*;57852.00;*;54.361;-0.999;293.92879;4.2e-05;18.49114;8.3e-05;0.843547910278;9.0e-12;psf+22;2.3207E-15;4.0e-19;psf+22;345.1;0;whx+23;7.5;7.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;0.037;1.1e-02;psf+22;NAN;0;*;8.639;8.639;ymw17;-0.151;7.020;3.467;NAN;0;palfa,fast_gpps;NAN;
2930;J1935+1841g;zhx+23;J1935+1841g;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;54.452;-0.768;293.76250;0;18.68333;0;5.5290;1.0e-03;zhx+23;NAN;0;*;290;3.0e+00;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;6.054;6.054;ymw17;-0.081;4.925;4.981;NAN;0;fast_gpps;RRAT[zhx+23];
2931;J1935+1901g;zhx+23;J1935+1901g;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;54.834;-0.768;293.95833;0;19.01667;0;0.8970;1.0e-03;zhx+23;NAN;0;*;365;2.0e+00;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;8.952;8.952;ymw17;-0.120;7.317;3.345;NAN;0;fast_gpps;RRAT[zhx+23];
2932;J1935+2025;lcm13;J1935+2025;lcm13;NAN;0;*;NAN;0;*;NAN;0;*;59400;kjk+24;56.047;-0.054;293.9239;1.5e-03;20.424;2.4e-03;0.080148898855;2.0e-11;kjk+24;6.0583E-14;3.0e-18;kjk+24;182.00000846583819426;0;kjk+24;7.6;7.0e-01;whx+23;181.6;7.0e-01;whx+23;NAN;0;*;NAN;0;*;0.50;1.0e-01;jk18;NAN;0;*;4.597;4.597;ymw17;-0.004;3.813;5.933;NAN;0;pksngp,misc,palfa,fast_gpps;NAN;
2933;J1935+2154;irz+14;J1935+2154;irz+14;NAN;0;*;NAN;0;*;NAN;0;*;56866.00;*;57.247;0.819;293.7320;7.1e-04;21.8967;6.4e-04;3.244980;1.0e-05;irz+14;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;NAN;*;0.000;0.000;8.500;XRS:SGR_1935+2154,SNR:G57.2+0.8(?)[gae14];0;misc;AXP,NRAD;
2934;B1933+15;ht74;J1936+1536;ht74;NAN;0;*;NAN;0;*;NAN;0;*;42830.50;*;51.879;-2.465;294.00633;8.3e-05;15.61000;5.6e-05;0.96733836953;3.0e-11;gr78;4.039E-15;6.0e-18;gr78;189.4;0;whx+23;6.6;7.0e-01;whx+23;11.9;7.0e-01;whx+23;1.410E-04;0;cwb85;2;0;ht75b;NAN;0;*;NAN;0;*;5.065;5.065;ymw17;-0.218;3.981;5.376;NAN;0;ar1,fast_gpps;NAN;
2935;J1936+18;palfa21;J1936+18;palfa21;NAN;0;*;NAN;0;*;NAN;0;*;58997.89;*;54.043;-1.267;294.01;2.9e-02;18.08;3.3e-02;0.05834513;1.8e-07;hww+21;NAN;0;*;125.9;4.0e-01;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.596;3.596;ymw17;-0.080;2.910;6.389;NAN;0;palfa,fast_gpps;NAN;
2936;J1936+1952g;hww+21;J1936+1952g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;55.595;-0.388;294.00;2.9e-02;19.87;3.3e-02;0.00972;0;hww+21;NAN;0;*;325.0;0;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.029;0;hww+21;NAN;0;*;8.576;8.576;ymw17;-0.058;7.076;3.654;NAN;0;fast_gpps;NAN;
2937;J1936+2036g;hww+21;J1936+2036g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;56.314;-0.170;294.17;2.9e-02;20.60;3.3e-02;0.03292;0;hww+21;NAN;0;*;198.8;0;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.029;0;hww+21;NAN;0;*;4.996;4.996;ymw17;-0.015;4.157;5.729;NAN;0;fast_gpps;NAN;
2938;J1936+2042;lbh+15;J1936+2042;lbh+15;NAN;0;*;NAN;0;*;NAN;0;*;59441.0;shw+23;56.369;-0.084;294.119592;4.2e-06;20.690728;8.3e-06;1.390726665137;2.0e-12;shw+23;5.29260E-15;1.0e-19;shw+23;194.7;0;whx+23;7.2;7.0e-01;whx+23;9.1;7.0e-01;whx+23;NAN;0;*;NAN;0;*;0.045;1.2e-02;psf+22;NAN;0;*;4.940;4.940;ymw17;-0.007;4.113;5.764;NAN;0;palfa,fast_gpps;NAN;
2939;J1936+21;lcm13;J1936+21;lcm13;NAN;0;*;NAN;0;*;NAN;0;*;58944.05;*;56.737;0.200;294.05;3.3e-02;21.15;3.3e-02;0.642960;3.0e-06;hww+21;NAN;0;*;262.4;0;whx+23;8.9;7.0e-01;whx+23;16.7;7.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;8.072;8.072;ymw17;0.028;6.749;4.073;NAN;0;pksngp,palfa,fast_gpps;NAN;
2940;J1936+217;hww+21;J1936+217;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;59155.47;*;57.324;0.311;294.25;3.3e-02;21.72;3.3e-02;0.03158187;3.0e-08;hww+21;NAN;0;*;75.0;2.0e-01;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.968;2.968;ymw17;0.016;2.498;6.898;NAN;0;fast_gpps;NAN;
2941;J1937+1505;hfs+04;J1937+1505;hfs+04;NAN;0;*;NAN;0;*;NAN;0;*;51969.00;*;51.569;-2.981;294.3180;5.8e-04;15.0886;1.1e-03;2.8727736506;7.0e-10;hfs+04;5.6E-15;3.0e-16;hfs+04;237.0;0;whx+23;4.6;7.0e-01;whx+23;8.7;7.0e-01;whx+23;NAN;0;*;NAN;0;*;0.13;2.0e-02;hfs+04;NAN;0;*;6.451;6.451;ymw17;-0.336;5.047;4.496;NAN;0;pksmb,fast_gpps;NAN;
2942;B1935+25;dtws85;J1937+2544;dtws85;-10.04;4.0e-02;dgb+19;-13.06;4.0e-02;dgb+19;0.32;3.0e-02;dgb+19;56000.0;dgb+19;60.836;2.270;294.2552267;4.2e-07;25.7370656;2.8e-07;0.20098020244218;1.7e-13;hlk+04;6.429167E-16;1.3e-21;hlk+04;53.2;0;whx+23;24.3;2.0e-01;whx+23;31.7;2.0e-01;whx+23;NAN;0;*;6.6;4.0e-01;lylg95;1.4;3.0e-01;jk18;NAN;0;*;3.100;2.868;ymw17;0.123;2.705;6.991;NAN;0;gb2,ar3,lotaas,fast_gpps;NAN;
2943;J1937+2950;jsb+09;J1937+2950;jsb+09;NAN;0;*;NAN;0;*;NAN;0;*;54250.0;jsb+09;64.504;4.115;294.44835;5.8e-05;29.83383;5.6e-05;1.65742878336;3.0e-11;jsb+09;3.4811E-15;1.7e-18;jsb+09;113.9;0;whx+23;4.1;4.0e-01;whx+23;15.8;4.0e-01;whx+23;NAN;0;*;NAN;0;*;0.08;2.0e-02;jsb+09;NAN;0;*;7.474;7.474;ymw17;0.536;6.729;5.291;NAN;0;misc,gbncc,fast_gpps;NAN;
2944;J1937+34;ttk+24;J1937+34;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;68.195;6.214;294.37500;0;34.1;2.5e-01;1.749;5.0e-03;ttk+24;NAN;0;*;98;5.0e+00;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;7.391;7.391;ymw17;0.800;6.822;5.771;NAN;0;pumps;NAN;
2945;J1937-00;dsm+13;J1937-00;dsm+13;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;37.943;-10.288;294.29;1.2e-01;-0.28;1.3e-01;0.2401;0;dmo+24;NAN;0;*;68.6;0;dmo+24;7.9;7.0e-01;dmo+24;14.2;7.0e-01;dmo+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.510;3.510;ymw17;-0.627;2.124;5.776;NAN;0;ar327,fast_gpps;NAN;
2946;J1938+0650;fcwa95;J1938+0650;fcwa95;NAN;0;*;NAN;0;*;NAN;0;*;51824.00;*;44.386;-7.101;294.47275;1.7e-04;6.83500;5.6e-05;1.121561892;5.0e-09;lwf+04;5.680E-15;1.0e-17;lwf+04;70.8;0;whx+23;4.1;2.0e-01;whx+23;7.6;2.0e-01;whx+23;NAN;0;*;3.20;1.0e-01;lwf+04;NAN;0;*;NAN;0;*;2.832;2.832;ymw17;-0.350;1.966;6.492;NAN;0;ar4,lotaas,pkssw,fast_gpps;NAN;
2947;J1938+14;dsm+16;J1938+14;dsm+16;NAN;0;*;NAN;0;*;NAN;0;*;59209.20;*;51.678;-3.154;294.53;2.9e-02;15.10;3.3e-02;2.90250;6.0e-05;hww+21;NAN;0;*;75.4;0;whx+23;6.6;4.0e-01;whx+23;12.4;4.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.575;2.575;ymw17;-0.142;2.017;6.906;NAN;0;ar327,lotaas,fast_gpps;NAN;
2948;J1938+1748g;zhx+23;J1938+1748g;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;54.081;-1.914;294.62500;0;17.80000;0;7.106;2.0e-03;zhx+23;NAN;0;*;56.0;1.0e+00;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.237;2.237;ymw17;-0.075;1.811;7.188;NAN;0;fast_gpps;RRAT[zhx+23];
2949;J1938+2010;nab+13;J1938+2010;nab+13;NAN;0;*;NAN;0;*;NAN;0;*;54940.00;*;56.115;-0.672;294.53475;8.3e-05;20.18103;1.1e-04;0.68708185664;2.0e-11;nab+13;3.3990E-15;1.0e-18;nab+13;327.7;8.0e-01;nab+13;25;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;0.103;9.0e-03;nab+13;NAN;0;*;8.812;8.812;ymw17;-0.103;7.315;3.587;NAN;0;palfa,pksngp;NAN;
2950;J1938+2213;cha03;J1938+2213;cha03;NAN;0;*;NAN;0;*;NAN;0;*;53500.00;*;57.903;0.308;294.559083;1.3e-05;22.220189;1.1e-05;0.1661155731566;6.0e-13;lcm13;4.24423E-14;5.0e-19;lcm13;92.8;0;whx+23;5.7;2.0e-01;whx+23;18.2;2.0e-01;whx+23;NAN;0;*;1;0;cha03;0.59;0;lcm13;NAN;0;*;3.459;3.459;ymw17;0.019;2.930;6.662;NAN;0;ar4,palfa,pksngp,fast_gpps;NAN;
2951;J1938+2659;psf+22;J1938+2659;psf+22;NAN;0;*;NAN;0;*;NAN;0;*;58829.00;*;62.107;2.562;294.66323;2.5e-05;26.98749;3.9e-05;0.883331781241;9.0e-12;psf+22;3.2275E-15;5.0e-19;psf+22;191.4;0;whx+23;13.8;7.0e-01;whx+23;16.4;7.0e-01;whx+23;NAN;0;*;NAN;0;*;0.08;2.0e-02;psf+22;NAN;0;*;8.580;8.580;ymw17;0.383;7.576;4.490;NAN;0;palfa,fast_gpps;NAN;
2952;J1938-0940;crafts23;J1938-0940;crafts23;NAN;0;*;NAN;0;*;NAN;0;*;59301;wyw+23;29.542;-14.897;294.728541;2.5e-06;-9.676636;8.3e-06;0.17386658163564;1.6e-13;wyw+23;2.972E-18;1.0e-20;wyw+23;44.470;1.0e-02;wyw+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.024;4.0e-03;wyw+23;NAN;0;*;2.014;2.014;ymw17;-0.518;0.960;6.807;NAN;0;fast_crafts;NAN;
2953;J1939+10;cnst96;J1939+10;cnst96;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;47.993;-5.497;294.80;8.3e-02;10.75;8.3e-02;2.31;0;dmo+24;NAN;0;*;90.0;0;dmo+24;45.1;4.0e-01;dmo+24;102.6;4.0e-01;dmo+24;NAN;0;*;1.2;0;cnst96;NAN;0;*;NAN;0;*;3.552;3.552;ymw17;-0.340;2.627;6.134;NAN;0;misc,ar327,fast_gpps;NAN;
2954;B1937+21;bkh+82;J1939+2134;bkh+82;0.074;2.0e-03;dds+23;-0.410;3.0e-03;dds+23;0.35;3.0e-02;dds+23;55656;rsc+21;57.509;-0.290;294.910671620;2.5e-09;21.583088706;3.9e-09;0.001557806567041489;2.0e-17;rsc+21;1.0510272E-19;1.0e-25;rsc+21;71.0;0;whx+23;10.2;5.0e-01;wys+24;20.9;1.8e+00;wys+24;3.1E-7;1.9e-07;kl07;240;0;ffb91;13.9;5.0e-01;sbm+22;4.7;1.5e+00;aab+21a;3.500;2.896;ymw17;-0.018;2.952;6.620;NAN;0;ar2,ar3,ar4,gbncc,palfa,fast_gpps;HE[tst+01];
2955;J1939+2352g;hww+21;J1939+2352g;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;59.516;0.800;294.95;2.9e-02;23.87;3.3e-02;2.14534;0;hww+21;NAN;0;*;415.5;0;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;0.007;0;hww+21;NAN;0;*;12.266;12.266;ymw17;0.171;10.569;2.278;NAN;0;fast_gpps;NAN;
2956;B1937+24;sstd86;J1939+2449;sstd86;NAN;0;*;NAN;0;*;NAN;0;*;50679.0;hlk+04;60.174;1.361;294.77332;5.6e-05;24.71545;6.9e-05;0.6453024694;3.0e-10;hlk+04;1.8271E-14;3.0e-18;hlk+04;142.88;0;dmo+24;23.0;2.0e-01;dmo+24;41.9;2.0e-01;dmo+24;NAN;0;*;3;0;sstd86;NAN;0;*;NAN;0;*;7.115;7.115;ymw17;0.169;6.171;4.962;NAN;0;ar2,ar3,ar327,gbncc,palfa,fast_gpps;NAN;
2957;J1939+2609;psf+22;J1939+2609;psf+22;NAN;0;*;NAN;0;*;NAN;0;*;58823.00;*;61.501;1.951;294.926422;5.8e-06;26.160108;1.1e-05;0.466962555351;7.0e-12;psf+22;5.2E-18;4.0e-19;psf+22;47.3;0;whx+23;2.0;2.0e-01;whx+23;8.4;2.0e-01;whx+23;NAN;0;*;NAN;0;*;0.15;4.0e-02;psf+22;NAN;0;*;2.682;2.682;ymw17;0.091;2.356;7.221;NAN;0;palfa,fast_gpps;NAN;
2958;J1940+0239;mbc+19;J1940+0239;mbc+19;NAN;0;*;NAN;0;*;NAN;0;*;56413.00;*;40.945;-9.688;295.13750;0;2.61139;0;1.23224;0;mbc+19;NAN;0;*;86.0;0;whx+23;2.1;7.0e-01;whx+23;15.0;7.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;5.156;5.156;ymw17;-0.868;3.331;4.661;NAN;0;htru_pks,gbt350,gbncc,lotaas,fast_gpps;NAN;
2959;J1940+14;ttk+24;J1940+14;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;51.508;-3.840;295.06250;0;14.6;2.5e-01;1.279;5.0e-03;ttk+24;NAN;0;*;70;3.0e+00;ttk+24;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.476;2.476;ymw17;-0.166;1.934;6.962;NAN;0;pumps;NAN;
2960;J1940+2203g;zhx+23;J1940+2203g;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;58.049;-0.296;295.20417;0;22.05000;0;11.9060;1.0e-03;zhx+23;NAN;0;*;59;9.0e+00;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.651;2.651;ymw17;-0.014;2.249;7.097;NAN;0;fast_gpps;RRAT[zhx+23];
2961;J1940+2231g;zhx+23;J1940+2231g;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;58.467;-0.086;295.22917;0;22.51667;0;5.682;2.0e-03;zhx+23;NAN;0;*;198;7.0e+00;zhx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;7.595;7.595;ymw17;-0.011;6.473;4.528;NAN;0;fast_gpps;RRAT[zhx+23];
2962;J1940+2245;lbh+15;J1940+2245;lbh+15;NAN;0;*;NAN;0;*;NAN;0;*;56700.00;*;58.629;0.127;295.11518;4.2e-05;22.76295;5.6e-05;0.258911996567;5.0e-12;lsb+17;1.271254E-14;1.9e-19;lsb+17;222.4;1.3e+00;lsb+17;13;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;0.15;0;lsb+17;NAN;0;*;8.081;8.081;ymw17;0.018;6.900;4.293;NAN;0;palfa;NAN;
2963;J1940+2337;nab+13;J1940+2337;nab+13;NAN;0;*;NAN;0;*;NAN;0;*;54560.00;*;59.397;0.529;295.14786;2.9e-05;23.62958;5.6e-05;0.546824157964;7.0e-12;nab+13;7.67965E-14;2.0e-19;nab+13;252.1;3.0e-01;nab+13;12;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;0.069;4.0e-03;nab+13;NAN;0;*;8.468;8.468;ymw17;0.078;7.288;4.189;NAN;0;palfa;NAN;
2964;J1940+26;palfa21;J1940+26;palfa21;NAN;0;*;NAN;0;*;NAN;0;*;59253.18;*;61.432;1.780;295.05;3.3e-02;26.02;3.3e-02;0.0048135292;1.4e-09;hww+21;NAN;0;*;171.64;4.0e-02;hww+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;7.924;7.924;ymw17;0.246;6.956;4.713;NAN;0;palfa,fast_gpps;NAN;
2965;J1940-0902;sfj+20;J1940-0902;sfj+20;NAN;0;*;NAN;0;*;NAN;0;*;57410;sfj+20;30.358;-15.063;295.22721;3.3e-05;-9.03833;1.9e-04;0.97846813844;9.0e-11;sfj+20;1.8790E-15;1.5e-18;sfj+20;42.3;5.0e-01;sfj+20;18.2;9.0e-01;sfj+20;NAN;0;*;NAN;0;*;NAN;0;*;0.23;2.0e-02;sfj+20;NAN;0;*;1.859;1.859;ymw17;-0.483;0.907;6.951;NAN;0;pks_superb;NAN;
2966;J1940-24;mss+20;J1940-24;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;15.854;-20.883;295.00000;0;-24.00000;0;0.0982;0;mss+20;NAN;0;*;53.40;4.0e-02;mss+20;2;0;mss+20;4;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;3.905;3.905;ymw17;-1.392;0.997;4.990;NAN;0;gbncc;NAN;
2967;J1940-2403;lml+98;J1940-2403;lml+98;NAN;0;*;NAN;0;*;NAN;0;*;49000.00;*;15.848;-21.007;295.12;8.3e-02;-24.05;5.0e-02;1.855276;3.0e-06;dsb+98;NAN;0;*;63.30;1.0e-01;dsb+98;40;0;mss+20;70;0;mss+20;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;6.306;6.306;ymw17;-2.261;1.608;2.837;NAN;0;htru_pks,gbncc;NAN;
2968;J1941+0121;blr+13;J1941+0121;blr+13;NAN;0;*;NAN;0;*;NAN;0;*;55026.00;*;39.909;-10.434;295.31683;6.7e-05;1.36097;1.4e-04;0.217317451828;1.0e-11;blr+13;1.913E-16;5.0e-19;blr+13;51.87;6.0e-02;mss+20;20;0;pkj+21;34;0;pkj+21;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;2.097;2.097;ymw17;-0.380;1.323;6.918;NAN;0;pks70,gbncc;NAN;
2969;J1941+1026;nft95;J1941+1026;nft95;NAN;0;*;NAN;0;*;NAN;0;*;49079.50;*;48.004;-6.153;295.38473;3.3e-05;10.44044;8.3e-05;0.90539388830;2.0e-11;cn95;9.962E-16;8.0e-19;cn95;138.5;0;whx+23;3.9;7.0e-01;whx+23;11.8;7.0e-01;whx+23;NAN;0;*;1.8;0;cn95;NAN;0;*;NAN;0;*;7.926;7.926;ymw17;-0.850;5.857;3.227;NAN;0;ar3,fast_gpps;NAN;
2970;J1941+1341;lfl+06;J1941+1341;lfl+06;NAN;0;*;NAN;0;*;NAN;0;*;53041.00;*;50.799;-4.468;295.27028;7.5e-05;13.69178;1.7e-04;0.559084099229;1.3e-11;lfl+06;1.2387E-15;1.3e-18;lfl+06;144.7;0;whx+23;4.6;4.0e-01;whx+23;15.8;4.0e-01;whx+23;NAN;0;*;NAN;0;*;0.17;0;lfl+06;NAN;0;*;5.340;5.340;ymw17;-0.416;4.126;5.135;NAN;0;pksmb,fast_gpps;NAN;
2971;J1941+2525;nab+13;J1941+2525;nab+13;NAN;0;*;NAN;0;*;NAN;0;*;NAN;*;61.037;1.263;295.33667;4.2e-05;25.41814;5.6e-05;2.306153;0;dmo+24;1.608349E-13;5.0e-19;nab+13;314.4;0;dmo+24;46.2;4.0e-01;dmo+24;118.2;4.0e-01;dmo+24;NAN;0;*;NAN;0;*;0.239;9.0e-03;nab+13;NAN;0;*;11.169;11.169;ymw17;0.246;9.770;3.093;NAN;0;palfa,ar327,fast_gpps;NAN;
2972;J1941+4320;slr+14;J1941+4320;slr+14;NAN;0;*;NAN;0;*;NAN;0;*;56375.00;*;76.846;9.864;295.495482;1.8e-05;43.335090;9.0e-06;0.840906468392;6.0e-12;lsk+18;1.1472E-15;5.0e-19;lsk+18;79.3;0;whx+23;6.5;7.0e-01;whx+23;10.9;7.0e-01;whx+23;NAN;0;*;NAN;0;*;NAN;0;*;NAN;0;*;6.505;6.505;ymw17;1.114;6.241;7.042;NAN;0;gbncc,lotaas,fast_gpps;NAN;
2973;B1937-26;mlt+78;J1941-2602;mlt+78;12;2.0e+00;kjk+24;-10;4.0e+00;kjk+24;NAN;0;*;59400;kjk+24;13.901;-21.824;295.25185;4.2e-05;-26.03532;1.4e-04;0.402858685664;5.0e-12;kjk+24;9.5670E-16;1.5e-19;kjk+24;50.077926662890213178;0;kjk+24;3.1;0;pkj+21;11;0;pkj+21;NAN;0;*;13.0;1.0e+00;lylg95;1.9;4.0e-01;jk18;NAN;0;*;3.571;3.571;ymw17;-1.328;0.796;5.282;NAN;0;mol2,misc,pks70,pkssw;NAN;
